"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene","gene_clean","symbol","entrez_id","description"
5869.38440142942,1.4921688414395,0.215164269673371,1.14031593519583e-13,1.11698331682952e-10,"OAS2","OAS2","OAS2","4939","2'-5'-oligoadenylate synthetase 2"
5050.92503502016,2.12013059235614,0.328826005722362,7.88419610976931e-13,7.17123951870017e-10,"ISG15","ISG15","ISG15","9636","ISG15 ubiquitin like modifier"
1029.45911789544,1.08347551134987,0.161288454381929,1.04499735297687e-12,8.8713308618716e-10,"ALDH1A1","ALDH1A1","ALDH1A1","216","aldehyde dehydrogenase 1 family member A1"
417.62960311798,1.4623280205952,0.222098922720063,1.89383370683901e-12,1.5072549014305e-09,"MARCO","MARCO","MARCO","8685","macrophage receptor with collagenous structure"
8706.41421465753,1.58495290550738,0.245324706724215,2.21462026173594e-12,1.65888084782032e-09,"MX1","MX1","MX1","4599","MX dynamin like GTPase 1"
1176.31246685319,1.3275277791937,0.204635436411125,3.27336788963989e-12,2.1295894522046e-09,"TMEM268","TMEM268","TMEM268","203197","transmembrane protein 268"
24951.3655608419,1.38823924332025,0.21440445701316,3.15490558229938e-12,2.1295894522046e-09,"TYMP","TYMP","TYMP","1890","thymidine phosphorylase"
16446.7161643785,2.08923098869528,0.336615667206899,3.34472978200817e-12,2.1295894522046e-09,"WARS1","WARS1","WARS1","7453","tryptophanyl-tRNA synthetase 1"
1392.71154283708,1.61200881615011,0.252052018708537,3.59649984359729e-12,2.18084900039847e-09,"GCH1","GCH1","GCH1","2643","GTP cyclohydrolase 1"
201.293248772337,1.56929735105509,0.242621949103596,4.25463590123492e-12,2.46266061665116e-09,"FRMD3","FRMD3","FRMD3","257019","FERM domain containing 3"
4526.50377423481,1.38279182830197,0.215367580567393,4.58131542156647e-12,2.53645524253163e-09,"IRF7","IRF7","IRF7","3665","interferon regulatory factor 7"
412.987221408104,1.20799260111061,0.186547271202851,5.20668801364799e-12,2.76258188190806e-09,"SHTN1","SHTN1","SHTN1","57698","shootin 1"
2426.00341844488,0.935344152722963,0.145470192392399,5.55420030477032e-12,2.82908746723781e-09,"LILRB1","LILRB1","LILRB1","10859","leukocyte immunoglobulin like receptor B1"
471.599670109891,2.22725355581993,0.368798421529819,9.459188198118e-12,4.63281932749364e-09,"SLAMF8","SLAMF8","SLAMF8","56833","SLAM family member 8"
349.817682924655,1.65098870580728,0.266617604635948,1.6185936068436e-11,7.63376703316535e-09,"TCN2","TCN2","TCN2","6948","transcobalamin 2"
1440.87537780228,1.71680376233861,0.282090048046949,2.03183268589891e-11,9.24048479365597e-09,"SCO2","SCO2","SCO2","9997","synthesis of cytochrome C oxidase 2"
1754.64262271958,2.21347302016159,0.37807349912599,2.26865589114981e-11,9.9617462475523e-09,"VAMP5","VAMP5","VAMP5","10791","vesicle associated membrane protein 5"
1378.92672038912,1.39161089948192,0.226776328427215,2.51234953844307e-11,1.06640863408447e-08,"JAK2","JAK2","JAK2","3717","Janus kinase 2"
1778.95353651545,1.76162859117859,0.293867691324781,3.20254236497695e-11,1.27522564945851e-08,"IFIH1","IFIH1","IFIH1","64135","interferon induced with helicase C domain 1"
705.054865407594,2.27292992416583,0.391652807324085,3.20458777938373e-11,1.27522564945851e-08,"SOCS1","SOCS1","SOCS1","8651","suppressor of cytokine signaling 1"
249.109822572759,1.75509511325549,0.289829792990859,3.55643751113464e-11,1.37235379596329e-08,"SLC6A12","SLC6A12","SLC6A12","6539","solute carrier family 6 member 12"
12564.5490699461,1.25859591045443,0.207213136997285,4.63311757518848e-11,1.73523880007206e-08,"CYBB","CYBB","CYBB","1536","cytochrome b-245 beta chain"
467.228176306253,1.50511743103836,0.249445233604006,4.86321720526351e-11,1.76937736833787e-08,"SESTD1","SESTD1","SESTD1","91404","SEC14 and spectrin domain containing 1"
15824.1318321589,1.88933685687835,0.324971014822337,6.11748304566455e-11,2.16388969731923e-08,"PARP14","PARP14","PARP14","54625","poly(ADP-ribose) polymerase family member 14"
862.913004815013,1.3986682051489,0.234401600898375,7.92398895158211e-11,2.72713717052558e-08,"GRAMD1B","GRAMD1B","GRAMD1B","57476","GRAM domain containing 1B"
353.590362375914,1.62978779890914,0.275440062937193,8.23397425723303e-11,2.75924811030541e-08,"APOL4","APOL4","APOL4","80832","apolipoprotein L4"
18640.3964492238,1.81795166819346,0.315132593310337,8.90456766134003e-11,2.90745550255138e-08,"STAT1","STAT1","STAT1","6772","signal transducer and activator of transcription 1"
746.265283647728,1.49378716740297,0.252958531858972,9.91617157566547e-11,3.1568132211131e-08,"FANCA","FANCA","FANCA","2175","FA complementation group A"
2742.68283961098,1.70608249995647,0.294333312619082,1.13308475408003e-10,3.51919542889149e-08,"OASL","OASL","OASL","8638","2'-5'-oligoadenylate synthetase like"
776.250248227624,1.01855461965253,0.171488816918897,1.60790740302788e-10,4.87502211194214e-08,"LILRB4","LILRB4","LILRB4","11006","leukocyte immunoglobulin like receptor B4"
3599.42154518738,0.886307444930215,0.149809881622495,2.12754375491981e-10,6.30049818026717e-08,"CNDP2","CNDP2","CNDP2","55748","carnosine dipeptidase 2"
126.990020502932,1.95624549885919,0.340903794087887,2.28078920794224e-10,6.60081131225829e-08,"GPR84","GPR84","GPR84","53831","G protein-coupled receptor 84"
10055.4145423186,1.41972327824553,0.247003704922195,2.5968341438358e-10,7.34846355280111e-08,"STAT2","STAT2","STAT2","6773","signal transducer and activator of transcription 2"
5626.76209930021,1.77624513049509,0.323487048905038,3.83323108789871e-10,1.06113836246309e-07,"XAF1","XAF1","XAF1","54739","XIAP associated factor 1"
691.37033302181,1.14721373208615,0.199674547813107,4.07927889933991e-10,1.1052242022169e-07,"P2RX7","P2RX7","P2RX7","5027","purinergic receptor P2X 7"
1707.48276620858,1.52209475212977,0.27077908004851,4.23287733669634e-10,1.12294708344773e-07,"DDX60","DDX60","DDX60","55601","DExD/H-box helicase 60"
1377.00601725009,0.999011549685713,0.174332485088853,5.71026860077695e-10,1.48397061963865e-07,"LGALS3BP","LGALS3BP","LGALS3BP","3959","galectin 3 binding protein"
240.349538134211,2.32450300131778,0.441077131505054,6.97589232643926e-10,1.77662025769755e-07,"RMI2","RMI2","RMI2","116028","RecQ mediated genome instability 2"
5829.67904557331,1.61863324887171,0.297244526120743,8.68368542281334e-10,2.16819706223735e-07,"PSME2","PSME2","PSME2","5721","proteasome activator subunit 2"
1803.48456168554,1.59178619032446,0.294423685129701,1.17922966426971e-09,2.88775202784816e-07,"WDFY1","WDFY1","WDFY1","57590","WD repeat and FYVE domain containing 1"
719.469369980426,1.34017666058695,0.244208453198992,1.35029759541485e-09,3.24428105283259e-07,"EPB41L3","EPB41L3","EPB41L3","23136","erythrocyte membrane protein band 4.1 like 3"
1817.6603010625,0.889795532107093,0.160072015283267,1.78593432879114e-09,4.21149773015304e-07,"SERPINB9","SERPINB9","SERPINB9","5272","serpin family B member 9"
26850.100689523,1.18972987081159,0.219124793902828,2.12601408840387e-09,4.92230243667908e-07,"RNF213","RNF213","RNF213","57674","ring finger protein 213"
9217.05135820348,1.3340900978831,0.248639565921154,2.19805012568161e-09,4.99820898221958e-07,"TAP2","TAP2","TAP2","6891","transporter 2, ATP binding cassette subfamily B member"
18146.6763077328,1.20001780180292,0.222734132534633,2.60719847736786e-09,5.82457287908813e-07,"IFI30","IFI30","IFI30","10437","IFI30 lysosomal thiol reductase"
10737.11479317,1.69406094093728,0.328144875355426,2.86114701815348e-09,6.28169760847697e-07,"UBE2L6","UBE2L6","UBE2L6","9246","ubiquitin conjugating enzyme E2 L6"
2630.94576438553,1.82374164506651,0.356205292418726,3.05634508003947e-09,6.49379174730939e-07,"HERC5","HERC5","HERC5","51191","HECT and RLD domain containing E3 ubiquitin protein ligase 5"
1822.19649531722,1.34107297611131,0.25172128596482,3.05974167456073e-09,6.49379174730939e-07,"MT2A","MT2A","MT2A","4502","metallothionein 2A"
1158.91061785093,1.73908583078057,0.3368519604857,3.20806058205671e-09,6.69695794293609e-07,"FBXO6","FBXO6","FBXO6","26270","F-box protein 6"
812.561662614412,1.75260282008146,0.340030679611265,3.26996917191585e-09,6.71609474760911e-07,"LHFPL2","LHFPL2","LHFPL2","10184","LHFPL tetraspan subfamily member 2"
3333.45410554822,1.70155983217494,0.329862580686931,3.40205884380421e-09,6.87647893920679e-07,"IFI35","IFI35","IFI35","3430","interferon induced protein 35"
2007.46977851875,1.72914888463059,0.341284724719088,4.79043462271151e-09,9.5314678883763e-07,"CEACAM1","CEACAM1","CEACAM1","634","CEA cell adhesion molecule 1"
14468.9020604674,1.11753564503613,0.212023888760417,5.42479923224709e-09,1.06275989882207e-06,"FGL2","FGL2","FGL2","10875","fibrinogen like 2"
473.962943918684,1.77044379645709,0.350878059659806,6.42261889802291e-09,1.23917619768824e-06,"RTP4","RTP4","RTP4","64108","receptor transporter protein 4"
1592.77145670369,1.20577483696828,0.23128715057598,7.58312707330599e-09,1.44124686793251e-06,"SLC31A2","SLC31A2","SLC31A2","1318","solute carrier family 31 member 2"
5108.37172639348,0.911452029790516,0.172675459925761,7.92351206944245e-09,1.48379415723941e-06,"DUSP6","DUSP6","DUSP6","1848","dual specificity phosphatase 6"
3975.66676533116,1.13678309640522,0.222048417835338,1.20818694533298e-08,2.19786465169574e-06,"BST2","BST2","BST2","684","bone marrow stromal cell antigen 2"
4546.43350055438,0.952801647260749,0.184683811929719,1.20410334401405e-08,2.19786465169574e-06,"HLA-DMB","HLA-DMB","HLA-DMB","3109","major histocompatibility complex, class II, DM beta"
4082.59370128677,1.13205474236198,0.221442379648279,1.25090494850326e-08,2.21788761008574e-06,"NPC2","NPC2","NPC2","10577","NPC intracellular cholesterol transporter 2"
218.196704408587,-1.59119183726355,0.315199014678575,1.25402786183582e-08,2.21788761008574e-06,"TGM3","TGM3","TGM3","7053","transglutaminase 3"
143.913758774539,2.5766164626951,0.565816634299879,1.36432288574329e-08,2.37990241466508e-06,"PDCD1LG2","PDCD1LG2","PDCD1LG2","80380","programmed cell death 1 ligand 2"
684.017687220174,1.08865691056436,0.213077019391059,1.47046787508637e-08,2.49665838951331e-06,"ATF5","ATF5","ATF5","22809","activating transcription factor 5"
445.758807983909,0.961128536154692,0.186555245434839,1.45970082230535e-08,2.49665838951331e-06,"MTMR11","MTMR11","MTMR11","10903","myotubularin related protein 11"
84.4089382399436,3.234594854572,0.747766444148551,1.49708616961739e-08,2.5084072741984e-06,"CXCL10","CXCL10","CXCL10","3627","C-X-C motif chemokine ligand 10"
5706.91645395582,1.41356378841183,0.285350753606301,1.64357038194632e-08,2.7180812004811e-06,"PML","PML","PML","5371","PML nuclear body scaffold"
2429.95832816531,1.19664528517264,0.238308428931638,1.76994989457585e-08,2.88955666122166e-06,"MOV10","MOV10","MOV10","4343","Mov10 RNA helicase"
664.113180152126,1.07485699412683,0.212105572816023,1.87522318697364e-08,3.02266988138258e-06,"CES1","CES1","CES1","1066","carboxylesterase 1"
198.634520233909,1.5084455801835,0.304104213334647,2.07855730409938e-08,3.30854358880018e-06,"NECTIN2","NECTIN2","NECTIN2","5819","nectin cell adhesion molecule 2"
2998.46461418112,0.852573915428916,0.167766762963657,2.26835864066398e-08,3.56608381854507e-06,"FGD2","FGD2","FGD2","221472","FYVE, RhoGEF and PH domain containing 2"
2840.96464691293,0.838860879871171,0.165155577424034,2.33441792814273e-08,3.58150336108066e-06,"CCR2","CCR2","CCR2","729230","C-C motif chemokine receptor 2"
6291.43546255224,0.853652913227747,0.166637043750782,2.30810121755891e-08,3.58150336108066e-06,"LGALS9","LGALS9","LGALS9","3965","galectin 9"
2794.90846245254,1.5405768881882,0.319439021411617,2.36311897578968e-08,3.58237583782212e-06,"APOL1","APOL1","APOL1","8542","apolipoprotein L1"
3751.31256220475,1.73097059559132,0.365884180695257,2.44239863375419e-08,3.65900049437951e-06,"IFIT1","IFIT1","IFIT1","3434","interferon induced protein with tetratricopeptide repeats 1"
13000.1258634542,1.37346834324568,0.282067739653102,2.50737868412991e-08,3.71266978647794e-06,"IFIT2","IFIT2","IFIT2","3433","interferon induced protein with tetratricopeptide repeats 2"
978.028607170688,1.04339904016155,0.209650543645141,2.62806041537245e-08,3.8466346355578e-06,"TRIM5","TRIM5","TRIM5","85363","tripartite motif containing 5"
1958.81456378272,0.8746307956221,0.173504671952012,2.72135860543359e-08,3.93792960018083e-06,"CD36","CD36","CD36","948","CD36 molecule (CD36 blood group)"
89306.4199621781,0.758287383231097,0.14952163518494,2.76495738773311e-08,3.9560637500442e-06,"CD74","CD74","CD74","972","CD74 molecule"
1666.44098792127,1.12431250446294,0.226826823079047,2.85789308805229e-08,3.99476185243769e-06,"CDC42EP2","CDC42EP2","CDC42EP2","10435","CDC42 effector protein 2"
130.348884978446,1.55582461059251,0.315581798347077,2.83259155564171e-08,3.99476185243769e-06,"RUFY4","RUFY4","RUFY4","285180","RUN and FYVE domain containing 4"
13757.0052433934,0.882388029763196,0.177544292662472,2.88611662026282e-08,3.99476185243769e-06,"SAMHD1","SAMHD1","SAMHD1","25939","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1"
6919.65736664852,1.53552477548364,0.324214287263552,3.4512770059441e-08,4.7256517627626e-06,"APOL6","APOL6","APOL6","80830","apolipoprotein L6"
9696.13244304024,1.62490782522158,0.345581480002048,3.48863658893513e-08,4.72598918335106e-06,"TRIM22","TRIM22","TRIM22","10346","tripartite motif containing 22"
3681.87709112385,1.53076422723911,0.323709442201159,3.81491979074977e-08,5.11359880162185e-06,"RIGI","RIGI","RIGI","23586","RNA sensor RIG-I"
3098.07512872245,0.805807483814626,0.161693745931363,4.01420954172055e-08,5.3246816983614e-06,"HLA-DMA","HLA-DMA","HLA-DMA","3108","major histocompatibility complex, class II, DM alpha"
7432.66617535798,1.01500452248679,0.209031182712565,5.248107476365e-08,6.85325275331094e-06,"LY6E","LY6E","LY6E","4061","lymphocyte antigen 6 family member E"
1241.00278055318,0.851509030139413,0.173711697121581,5.27421681973043e-08,6.85325275331094e-06,"MAFB","MAFB","MAFB","9935","MAF bZIP transcription factor B"
5986.00303779189,1.26719436562733,0.267749177868485,5.45107023662655e-08,7.01150791850529e-06,"TNFSF10","TNFSF10","TNFSF10","8743","TNF superfamily member 10"
7415.30587790949,0.765768180894822,0.156047548322457,6.42507019385212e-08,8.18168438485129e-06,"PLEKHO1","PLEKHO1","PLEKHO1","51177","pleckstrin homology domain containing O1"
1644.75510080334,1.0754859756662,0.224242579566002,6.65587147587235e-08,8.39167003700579e-06,"NOD2","NOD2","NOD2","64127","nucleotide binding oligomerization domain containing 2"
5667.11515920805,1.22923044144317,0.262568642128929,8.25392648285755e-08,1.00572259956429e-05,"DTX3L","DTX3L","DTX3L","151636","deltex E3 ubiquitin ligase 3L"
354.799634260753,0.892998476843663,0.185181659217461,8.29282809441262e-08,1.00572259956429e-05,"KLHDC7B","KLHDC7B","KLHDC7B","113730","kelch domain containing 7B"
5790.59717403624,1.20339928286652,0.256426964690854,8.16665703322847e-08,1.00572259956429e-05,"PIK3AP1","PIK3AP1","PIK3AP1","118788","phosphoinositide-3-kinase adaptor protein 1"
2441.49459874206,1.45862406936829,0.317542711722618,8.18379263295093e-08,1.00572259956429e-05,"SORT1","SORT1","SORT1","6272","sortilin 1"
1940.86843287426,0.993895299545092,0.208414752615558,8.87338009819627e-08,1.06597756764558e-05,"DENND1A","DENND1A","DENND1A","57706","DENN domain containing 1A"
2801.31414243576,1.35809180462079,0.29649337685518,9.05171661570294e-08,1.06726443874409e-05,"EIF2AK2","EIF2AK2","EIF2AK2","5610","eukaryotic translation initiation factor 2 alpha kinase 2"
621.707365254886,1.5767882791452,0.346530854191169,9.00651740777234e-08,1.06726443874409e-05,"SMCO4","SMCO4","SMCO4","56935","single-pass membrane protein with coiled-coil domains 4"
3978.08945922522,0.913460976950559,0.191764999174435,9.90316520949689e-08,1.15694408970398e-05,"CD300E","CD300E","CD300E","342510","CD300e molecule"
1109.4740757224,1.11490916517702,0.238820362096826,1.1898909697431e-07,1.37746105533715e-05,"GNB4","GNB4","GNB4","59345","G protein subunit beta 4"
2278.07365322307,1.01745290299853,0.217927421592561,1.3017798783637e-07,1.46697920098083e-05,"ADAMTSL4","ADAMTSL4","ADAMTSL4","54507","ADAMTS like 4"
1154.82527165551,-0.943076675950736,0.200578974641384,1.29700447562575e-07,1.46697920098083e-05,"RUBCNL","RUBCNL","RUBCNL","80183","rubicon like autophagy enhancer"
333.238919848276,1.19882307062118,0.258565607937528,1.299166507829e-07,1.46697920098083e-05,"TMEM150B","TMEM150B","TMEM150B","284417","transmembrane protein 150B"
705.529021850326,-0.76228276862284,0.160964957637226,1.39004724707539e-07,1.55270716177702e-05,"EEPD1","EEPD1","EEPD1","80820","endonuclease/exonuclease/phosphatase family domain containing 1"
493.58877702634,0.844181420767501,0.179514161484959,1.56122654233378e-07,1.72875293826769e-05,"ASGR2","ASGR2","ASGR2","433","asialoglycoprotein receptor 2"
1244.54150572266,0.950628353113929,0.204847396956485,1.64432668937671e-07,1.79399088975239e-05,"DUSP3","DUSP3","DUSP3","1845","dual specificity phosphatase 3"
2624.78682803612,1.23889463394078,0.273209144927622,1.64831894221006e-07,1.79399088975239e-05,"ZBP1","ZBP1","ZBP1","81030","Z-DNA binding protein 1"
7263.30632386692,1.57781919033063,0.361816333213377,1.69597023621235e-07,1.83021059219729e-05,"PARP9","PARP9","PARP9","83666","poly(ADP-ribose) polymerase family member 9"
1252.33542594244,0.93853663134199,0.20278979016624,1.8952115849715e-07,2.02803565739723e-05,"DHX58","DHX58","DHX58","79132","DExH-box helicase 58"
928.285667448293,0.753081835020489,0.160759573067245,1.9601268740977e-07,2.08002130123001e-05,"C3AR1","C3AR1","C3AR1","719","complement C3a receptor 1"
4921.68591098087,0.889862498666115,0.19418724870151,2.42281685792343e-07,2.54976445196669e-05,"CIITA","CIITA","CIITA","4261","class II major histocompatibility complex transactivator"
2111.72705239846,0.873558893392404,0.192329498881317,3.12888052690393e-07,3.26583316636021e-05,"SLAMF7","SLAMF7","SLAMF7","57823","SLAM family member 7"
4168.33013340087,1.10350968067424,0.248822309943471,3.3013920031129e-07,3.39284937600688e-05,"NUB1","NUB1","NUB1","51667","negative regulator of ubiquitin like proteins 1"
605.895041968277,1.04420342408106,0.233307509988651,3.30385835263745e-07,3.39284937600688e-05,"XIAP","XIAP","XIAP","331","X-linked inhibitor of apoptosis"
361.265063063657,-0.863192964813197,0.189965323229507,3.41066687842719e-07,3.47451456239135e-05,"NECTIN1","NECTIN1","NECTIN1","5818","nectin cell adhesion molecule 1"
5063.96311254272,1.07395497258506,0.243063327725043,3.5544437139426e-07,3.59224494074167e-05,"ISG20","ISG20","ISG20","3669","interferon stimulated exonuclease gene 20"
2563.50953600186,1.05657278539192,0.239063037718217,3.69936772293986e-07,3.70927154204064e-05,"ZCCHC2","ZCCHC2","ZCCHC2","54877","zinc finger CCHC-type containing 2"
536.308193284895,1.17881738734588,0.268920072803221,3.9125392576231e-07,3.89236522707598e-05,"ASPHD2","ASPHD2","ASPHD2","57168","aspartate beta-hydroxylase domain containing 2"
244.788384078302,1.4269246287104,0.330720660267742,3.96509415050636e-07,3.91407045833706e-05,"CETP","CETP","CETP","1071","cholesteryl ester transfer protein"
745.780232206249,-0.922980677587029,0.20672904122386,4.00341111232588e-07,3.92149516187367e-05,"ABCC5","ABCC5","ABCC5","10057","ATP binding cassette subfamily C member 5"
2853.01439243971,0.755263280581468,0.167135519108715,4.19338180072431e-07,4.07622319468881e-05,"AGPAT3","AGPAT3","AGPAT3","56894","1-acylglycerol-3-phosphate O-acyltransferase 3"
145.420929570579,1.1752258075159,0.265780408318569,4.50199369826036e-07,4.34305967830663e-05,"PLA2G7","PLA2G7","PLA2G7","7941","phospholipase A2 group VII"
4081.49977443249,1.09959315866473,0.253081504457251,5.11129082628035e-07,4.89377273547774e-05,"HELZ2","HELZ2","HELZ2","85441","helicase with zinc finger 2"
2611.74284625485,0.799878444540732,0.182175461623367,5.77421743591071e-07,5.48723021111097e-05,"SIGLEC14","SIGLEC14","SIGLEC14","100049587","sialic acid binding Ig like lectin 14"
11005.6227543556,0.599828102448359,0.133739201091821,5.91800607732981e-07,5.58221402879392e-05,"CTSB","CTSB","CTSB","1508","cathepsin B"
3627.51514095392,1.24216501221394,0.296265574107364,6.26910501051687e-07,5.82809448614689e-05,"DDX60L","DDX60L","DDX60L","91351","DExD/H-box 60 like"
21440.3194989262,1.23143959960101,0.291480735731455,6.27021316634305e-07,5.82809448614689e-05,"TAP1","TAP1","TAP1","6890","transporter 1, ATP binding cassette subfamily B member"
335.538001611948,1.69539687434405,0.422554460467362,6.57440626213563e-07,6.0665571986982e-05,"CASP5","CASP5","CASP5","838","caspase 5"
6180.45815133291,0.858146740380875,0.196418075565732,6.87963361219073e-07,6.30253628903861e-05,"NAPA","NAPA","NAPA","8775","NSF attachment protein alpha"
379.883649449268,-0.914651512318063,0.210207509439021,7.05193406352605e-07,6.36874669254899e-05,"CACNA1I","CACNA1I","CACNA1I","8911","calcium voltage-gated channel subunit alpha1 I"
5152.23101945475,1.23972761508321,0.298159153759988,7.01959580734461e-07,6.36874669254899e-05,"RHBDF2","RHBDF2","RHBDF2","79651","rhomboid 5 homolog 2"
394.482425128906,1.03008305388555,0.239101367241646,7.22774229746262e-07,6.48155425464007e-05,"IL15RA","IL15RA","IL15RA","3601","interleukin 15 receptor subunit alpha"
1923.97732206101,0.738381970613823,0.168313944697155,7.60980837758304e-07,6.7764545370729e-05,"SCIMP","SCIMP","SCIMP","388325","SLP adaptor and CSK interacting membrane protein"
321.379950129732,0.918342396546101,0.21176309423599,7.69934588340375e-07,6.80857433883773e-05,"IGF2BP2","IGF2BP2","IGF2BP2","10644","insulin like growth factor 2 mRNA binding protein 2"
751.440998262914,1.0506713322165,0.24708832211651,8.32184814565833e-07,7.30830443357332e-05,"DISC1","DISC1","DISC1","27185","DISC1 scaffold protein"
646.050753773548,0.875961111913062,0.203272947355487,8.74085738200779e-07,7.62370396592378e-05,"KLHDC8B","KLHDC8B","KLHDC8B","200942","kelch domain containing 8B"
4109.61581541318,0.983017719055415,0.232137509810986,9.24928969528326e-07,8.01227584896171e-05,"APOL3","APOL3","APOL3","80833","apolipoprotein L3"
2421.62000072472,0.810997187320359,0.18788084028234,9.35094290241723e-07,8.04560181887709e-05,"RNF114","RNF114","RNF114","55905","ring finger protein 114"
1816.07110277885,0.795315728772889,0.184681549411289,9.42928835139355e-07,8.05856093064735e-05,"FCGR2C","FCGR2C","FCGR2C","9103","Fc gamma receptor IIc (gene/pseudogene)"
1917.04802729429,1.1461797853352,0.275850414881851,9.64218574796434e-07,8.18557288763853e-05,"DMXL2","DMXL2","DMXL2","23312","Dmx like 2"
188.416624984011,-0.988751772843073,0.230634482541679,9.71909825056391e-07,8.19622497501197e-05,"SH3RF3","SH3RF3","SH3RF3","344558","SH3 domain containing ring finger 3"
2221.34825360165,1.32109614657325,0.326246366516406,1.10644314713524e-06,9.26937304975009e-05,"TNFSF13B","TNFSF13B","TNFSF13B","10673","TNF superfamily member 13b"
2694.76764268502,0.878078474610143,0.207206961592551,1.15015430816433e-06,9.57259147723173e-05,"CMTR1","CMTR1","CMTR1","23070","cap methyltransferase 1"
146.674217374418,3.4002329694179,0.956309480538179,1.17745688151884e-06,9.73619216185773e-05,"GBP1P1","GBP1P1","GBP1P1","400759","guanylate binding protein 1 pseudogene 1"
1596.45202936953,1.07255030959397,0.259286227879859,1.24029462759483e-06,0.000101896205082533,"DHRS9","DHRS9","DHRS9","10170","dehydrogenase/reductase 9"
359.918145180642,1.63667421723048,0.421615193593499,1.29176127150783e-06,0.000105444154047313,"GBP6","GBP6","GBP6","163351","guanylate binding protein family member 6"
1596.15149179638,0.710229793241251,0.166863767554991,1.35287594835366e-06,0.000109259187398666,"LMO2","LMO2","LMO2","4005","LIM domain only 2"
914.699185632755,1.0183503030055,0.245275004821139,1.35565820708255e-06,0.000109259187398666,"TDRD7","TDRD7","TDRD7","23424","tudor domain containing 7"
11035.5830961816,0.930533841887796,0.224766468107034,1.43959701292971e-06,0.000115294518004069,"TRANK1","TRANK1","TRANK1","9881","tetratricopeptide repeat and ankyrin repeat containing 1"
30651.2885573009,1.10448939883716,0.272103999067512,1.57267237380108e-06,0.000125165062549893,"TNFAIP2","TNFAIP2","TNFAIP2","7127","TNF alpha induced protein 2"
102.800283806,1.63209101498273,0.41234959976758,1.66650649097644e-06,0.000131809277367043,"IFI27","IFI27","IFI27","3429","interferon alpha inducible protein 27"
3514.14091334964,0.610015586546353,0.141810884006442,1.74527758392235e-06,0.000137187436751032,"UNC93B1","UNC93B1","UNC93B1","81622","unc-93 homolog B1, TLR signaling regulator"
2574.84599796794,0.830790040699208,0.199641471633977,1.81091148706644e-06,0.000138916547447614,"DPYD","DPYD","DPYD","1806","dihydropyrimidine dehydrogenase"
31550.4017354434,1.15629406080946,0.289340318876766,1.80883681315585e-06,0.000138916547447614,"IRF1","IRF1","IRF1","3659","interferon regulatory factor 1"
901.01283639547,0.910968916350507,0.220634668603716,1.78665544359601e-06,0.000138916547447614,"LYSMD2","LYSMD2","LYSMD2","256586","LysM domain containing 2"
4902.31790780924,1.2346892829296,0.31243795393388,1.8061085586657e-06,0.000138916547447614,"STX11","STX11","STX11","8676","syntaxin 11"
514.45333998627,0.89172666101879,0.215805519505318,1.85749873143989e-06,0.000141637058959016,"ITPRIPL2","ITPRIPL2","ITPRIPL2","162073","ITPRIP like 2"
4981.51491941659,1.15736525515349,0.291681579853872,1.98190495852086e-06,0.000150223677034551,"TRAFD1","TRAFD1","TRAFD1","10906","TRAF-type zinc finger domain containing 1"
